tt_num,ccat_before,ccat_after,symp_before,symp_after,cc_before,cc_after,rc_before,rc_after
1-11023212539,null,Access Network,Jerks/Pixel_All LiveTV,Jerks/Pixel_All LiveTV,null,EQMT_VLAN problem,null,VLAN changed
1-11023250738,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Low Signal,null,Patching_Connector Repatched
1-11023282415,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,NTT_Resolved
1-11023296195,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,Connector_Replaced
1-11023303109,null,TM_CPE,Line Disconnect,Line Disconnect,null,CCS CPE Configured,null,PG_Config_Changed
1-11023305171,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_DectPhone Faulty,null,Cable_Reconnected
1-11023353415,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Behaviour,null,Advise Customer
1-11023447942,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,NTT_Resolved
1-11023448143,null,Customer,Slow downloading rate,Slow downloading rate,null,Clear While Localising,null,Advise Customer
1-11023463593,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Reset
1-11023498720,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11023521274,null,Customer,No Dial Tone,No Dial Tone,null,Customer_Cancel TT,null,Advise Customer
1-11023551399,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Wireless Faulty,null,Change Wireless Channel Mode
1-11023569865,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Low Signal,null,Connector_Replaced
1-11023591232,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_STB_Power adaptor prob,null,Power Adaptor Replaced
1-11023594333,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-11023598336,null,Customer,Cannot browse all website,Cannot browse all website,null,Customer_Behaviour,null,Advise Customer
1-11023598461,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,NTT_Resolved
1-11023609505,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Fiber Patch Cord,null,Int._Wiring Replaced/Repaired
1-11023662504,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Pair Faulty,null,D/S Pair Changed
1-11023681269,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-11023718048,null,TM_CPE,Slow Browsing,Slow Browsing,null,TM_CPE_PG Hang,null,PG_Reset
1-11023721147,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_Control card hang,null,Control card reset
1-11023728391,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Missing Config,null,ONU_Reconfigure password
1-11023733811,null,Customer,Line Disconnect,Line Disconnect,null,Customer_IW Internal Fiber,null,Others
1-11023736618,null,TM_CPE,STB Not Responding,STB Not Responding,null,TM_CPE_STB Faulty,null,STB_Replaced
1-11023748451,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11023766775,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage,null,D/S Fiber cable restored
1-11023782723,null,LocalAccess,Line Disconnect,Line Disconnect,null,DP Jumper Faulty,null,DP_Re-jumper
1-11023788624,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_DectPhone Faulty,null,Cable_Reconnected
1-11023827414,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Advise Customer
1-11023846929,null,Customer,Line Disconnect,Line Disconnect,null,Cust_PC Issue/Faulty,null,Advise Customer
1-11023861112,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Low Signal,null,FDP_Replaced
1-11023871940,null,Customer,Line down,Line down,null,Other_Fault,null,Advise TMUC
1-11023873836,null,BTU,Frequent disconnection,Frequent disconnection,null,ONU_Hang,null,ONU_Reset
1-11023892877,null,Customer,Line Disconnect,Line Disconnect,null,Customer premise inaccessible,null,Incorrect Info
1-11023897343,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,Problem_Restored
1-11023918589,null,TM_CPE,Wireless not detected,Wireless not detected,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11023962895,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_DectPhone Faulty,null,Firmware & Software upgrading
1-11023963561,null,Customer,Line Disconnect,Line Disconnect,null,Customer_IW Copper,null,Advise Customer
1-11023994751,null,BTU,Intermittent,Intermittent,null,ONU_Faulty,null,ONU_Replaced
1-11024034720,null,TM_CPE,Line down,Line down,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11024045064,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_IW_RJ11 Faulty,null,TM_CPE_IW_RJ11 Replaced
1-11024070241,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage,null,E/S Fiber cable replaced
1-11024138550,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Missing Config,null,VDSL_Config_Changed
1-11024139511,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_STB_Power adaptor prob,null,Power Adaptor Replaced
1-11024165088,null,Access Network,Service Down,Service Down,null,EQMT_MSAN POTS card faulty,null,Port Change
1-11024188393,null,TM_CPE,Cannot browse all website,Cannot browse all website,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11024268553,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,DP_Re-jumper
1-11024351336,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Normalise_CPE Connection
1-11024380755,null,LocalAccess,Frequent disconnection,Frequent disconnection,null,D/S Pair Faulty,null,D/S Pair Changed
1-11024393883,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Reset
1-11024394130,null,LocalAccess,Line Disconnect,Line Disconnect,null,Jumper Faulty,null,Jumper Changed
1-11024417737,null,Access Network,No audio_All Live TV,No audio_All Live TV,null,MSAN config.problem,null,VLAN changed
1-11024425181,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,Jumper Changed
1-11024441771,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Behaviour,null,Advise Customer
1-11024479885,null,BTU,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,ONU_Hang,null,ONU_Reset
1-11024537609,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Core Break,null,D/S Fiber cable replaced
1-11024562674,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG_Wireless Coverage,null,Change Wireless Channel Mode
1-11024596919,null,Network Trouble Ticket,Line Disconnect,Line Disconnect,null,Caused By NTT,null,Resolved By NTT
1-11024596919,null,Network Trouble Ticket,Line Disconnect,Line Disconnect,null,Caused By NTT,null,Resolved By NTT
1-11024648739,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_MSAN POTS card faulty,null,Port Reset
1-11024692402,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage,null,D/S Fiber cable restored
1-11024698729,null,TM_CPE,Line down,Line down,null,TM_CPE_PG Faulty,null,Resolved_By_Vendor
1-11024728575,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11024732989,null,Customer,Error_102004,Error_102004,null,Clear While Localising,null,Advise Customer
1-11024740873,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-11024743606,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Drop Fiber core break,null,D/S Fiber cable restored
1-11024765184,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Reset
1-11024790754,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11024846663,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Missing Config,null,ONU_Config_Changed
1-11024869229,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,VDSL_Reset
1-11024869506,null,TM_CPE,Slow,Slow,null,TM_CPE_PG Hang,null,PG_Reset
1-11024922185,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11024930094,null,TM_CPE,Slow throughput (local),Slow throughput (local),null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11024935431,null,BTU,Line down,Line down,null,ONU_Missing Config,null,ONU_Config_Changed
1-11024953014,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11024961455,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11024963504,null,TM_CPE,Frequent disconnection,Frequent disconnection,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11024970231,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_MSAN POTS card faulty,null,MSAN POTS card replaced
1-11024979559,null,System,Line Disconnect,Line Disconnect,null,NOVA_Re-Fire,null,Resolved_By_NOVA
1-11024982875,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-11024987322,null,TM_CPE,Slow Browsing,Slow Browsing,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11024988784,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-11025023114,null,Customer,Slow downloading rate,Slow downloading rate,null,Cust_PC Issue/Faulty,null,Advise Customer
1-11025027385,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-11025032018,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,STB_Reboot
1-11025041183,null,System,Slow throughput (local),Slow throughput (local),null,UniFi Package Issues,null,Configure Customer Account
1-11025063553,null,Customer,Slow downloading rate,Slow downloading rate,null,PG_Faulty,null,Advise Customer
1-11025065214,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11025097229,null,System,Line Disconnect,Line Disconnect,null,UniFi Package Issues,null,Configure Customer Account
1-11025156593,null,TM_CPE,Slow Browsing,Slow Browsing,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11025175896,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG Hang,null,Firmware & Software upgrading
1-11025176302,null,TM_CPE,Slow,Slow,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11025176694,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_STB_Power adaptor prob,null,Power Adaptor Replaced
1-11025184695,null,Access Network,Line Disconnect,Line Disconnect,null,*MSAN_ForceMajure,null,Jumper_changed
1-11025186341,null,Customer,Slow Browsing,Slow Browsing,null,Customer_Behaviour,null,Advise Customer
1-11025214632,null,Customer,Cannot browse all website,Cannot browse all website,null,Customer_Cancel TT,null,Advise TMUC
1-11025214702,null,TM_CPE,Slow,Slow,null,TM_CPE_PG_Wireless Faulty,null,Change Wireless Channel Mode
1-11025227946,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-11025232362,null,Customer,Slow,Slow,null,Clear While Localising,null,Advise Customer
1-11025249544,null,TM_CPE,Frequent disconnection,Frequent disconnection,null,TM_CPE_PG_Wireless Coverage,null,Change Wireless Channel Mode
1-11025249669,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11025281382,null,Customer,Live TV_Missing,Live TV_Missing,null,Customer_Cancel TT,null,Advise Customer
1-11025287471,null,Customer,Line Disconnect,Line Disconnect,null,Cust_PhoneWallSocketFaulty,null,Advise Customer
1-11025291314,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Config_Changed
1-11025294251,null,Customer,Line Disconnect,Line Disconnect,null,Cust_PhoneWallSocketFaulty,null,Advise Customer
1-11025301975,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11025349941,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11025353445,null,BTU,ME_Customer CPE prob,ME_Customer CPE prob,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11025353732,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_GE port faulty,null,Port Change
1-11025375260,null,Access Network,Slow downloading rate,Slow downloading rate,null,EQMT_GE port faulty,null,Port Reset
1-11025391955,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11025394887,null,Access Network,Frequent disconnection,Line Disconnect,null,EQMT_GE port faulty,null,Reset
1-11025398997,null,BTU,Slow browsing all webs,Slow browsing all webs,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11025418470,null,Customer,Intermittent,Intermittent,null,PG_Faulty,null,Advise Customer
1-11025420700,null,LocalAccess,Line Disconnect,Line Disconnect,null,Tie_Copper Problem,null,DP_Re-jumper
1-11025425138,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,DP_Re-jumper
1-11025463318,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11025481108,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11025481491,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11025489435,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Normalise_CPE Connection
1-11025507314,null,BTU,Intermittent,Intermittent,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11025533993,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-11025541999,null,BTU,Frequent disconnection,Frequent disconnection,null,VDSL_Modem_Hang,null,VDSL_Reset
1-11025549966,null,TM_CPE,Wireless intermittent,Wireless intermittent,null,TM_CPE_PG_Wireless Faulty,null,Firmware & Software upgrading
1-11025550473,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-11025554141,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG Hang,null,PG_Reset
1-11025554190,null,Access Network,Line Disconnect,Line Disconnect,null,MSAN config.problem,null,Port Reset
1-11025562867,null,Customer,Slow downloading rate,Slow downloading rate,null,PG_Faulty,null,Advise Customer
1-11025582250,null,Access Network,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,EQMT_VLAN problem,null,VLAN changed
1-11025600538,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11025619023,null,BTU,Frequent disconnection,Frequent disconnection,null,ONU_Hang,null,ONU_Replaced
1-11025643360,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Reset
1-11025644920,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-11025644976,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG Hang,null,PG_Reset
1-11025645565,null,LocalAccess,Slow,Slow,null,Tie_Copper Problem,null,Jumper Changed
1-11025670182,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-11025670587,null,Customer,Line Disconnect,Line Disconnect,null,Customer_IW Copper,null,Advise Customer
1-11025674600,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-11025701781,null,Customer,Slow streaming,Slow streaming,null,Customer_Cancel TT,null,Advise Customer
1-11025717010,null,BTU,Wireless intermittent,Wireless intermittent,null,ONU_Faulty,null,ONU_Reset
1-11025739586,null,LocalAccess,No Dial Tone,No Dial Tone,null,FDP_Patching,null,Patching_Fiber Normalised
1-11025743677,null,TM_CPE,Slow Browsing,Slow Browsing,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11025750522,null,Access Network,Slow downloading rate,Slow downloading rate,null,Auto-Reset faulty,null,Auto-Reset bypass
1-11025760676,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-11025796876,null,TM_CPE,Wireless not detected,Wireless not detected,null,TM_CPE_PG_Wireless Coverage,null,PG_Config_Changed
1-11025811929,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11025836517,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11025890054,null,TM_CPE,Line down,Line down,null,TM_CPE_STB Faulty,null,STB_Reset
1-11025984315,null,Customer,Slow Browsing,Slow Browsing,null,PG_Faulty,null,Advise Customer
1-11025984761,null,Customer,Slow Browsing,Slow Browsing,null,Clear While Localising,null,Advise Customer
1-11026087873,null,Customer,One way speech,One way speech,null,Cust_PhoneWallSocketFaulty,null,Advise Customer
1-11026188848,null,LocalAccess,Line Disconnect,Line Disconnect,null,FOC_Low Signal,null,FDP_Repaired
1-11026293212,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG Hang,null,PG_Reset
1-11026338725,null,RIGHT WHEN TESTED,Slow throughput (int),Slow throughput (int),null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-11026359198,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-11026359360,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-11026373400,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,Dispatch activity to NOC1 HBC
1-11026416945,null,RIGHT WHEN TESTED,Frequent disconnection,Frequent disconnection,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-11026424731,null,Major Outage,Line Disconnect,Line Disconnect,null,Known_NTT Fault,null,Dispatch activity to NOC1 HBC
1-11026431182,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-11026435446,null,TM_CPE,Cannot browse all website,Cannot browse all website,null,TM_CPE_PG Faulty,null,PG_Reset
1-11026488565,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Others
1-11026489425,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-11026511485,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Customer CPE Own Configuration
1-11026514045,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-11026526509,null,LocalAccess,Intermittent,Intermittent,null,Drop Fiber Damage,null,D/S Fiber cable restored
1-11026530905,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-11026530995,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Others
1-11026537576,null,Access Network,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,EQMT_VLAN problem,null,VLAN changed
